variant,date,param,kind,unit,value_conc,below_lod,raw,pumped_volume_l,lab_no,source_file,treatment,treatment_group,treatment_group_label,soil,sensor,phase,experiment_start_date,days
200.C,2024-12-10,SO4,ion,umol/l,87.44534665833855,False,8.4,48.0,AP2484075,CDIFUE21_AB2418574.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,940
200.C,2024-12-10,Si,ion,umol/l,231.43203019297871,False,6.5,48.0,AP2484075,CDIFUE21_AB2418574.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,940
200.C,2024-12-10,pH_field,direct,pH,7.6,False,7.6,48.0,AP2484075,CDIFUE21_AB2418574.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,940
200.C,2024-12-10,pH_lab,direct,pH,7.5,False,7.5,48.0,AP2484075,CDIFUE21_AB2418574.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,940
200.C,2024-12-10,sum_anions_meq_per_l,direct,meq/l,4.5,False,4.5,48.0,AP2484075,CDIFUE21_AB2418574.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,940
200.C,2024-12-10,sum_cations_meq_per_l,direct,meq/l,4.4,False,4.4,48.0,AP2484075,CDIFUE21_AB2418574.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,940
200.C,2024-12-10,temp_air_degC,direct,degC,3.0,False,3,48.0,AP2484075,CDIFUE21_AB2418574.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,940
200.C,2024-12-10,temp_pH_lab_degC,direct,degC,18.2,False,18.2,48.0,AP2484075,CDIFUE21_AB2418574.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,940
200.C,2024-12-10,temp_water_field_degC,direct,degC,6.5,False,6.5,48.0,AP2484075,CDIFUE21_AB2418574.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,940
200.C,2025-02-19,Al,ion,umol/l,0.7412348973389667,False,0.02,30.5,AP2507739,CDIFUE21_AB2501967.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,1011
200.C,2025-02-19,Ca,ion,umol/l,1222.6158989969558,False,49,30.5,AP2507739,CDIFUE21_AB2501967.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,1011
200.C,2025-02-19,Cl,ion,umol/l,76.15716582517699,False,2.7,30.5,AP2507739,CDIFUE21_AB2501967.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,1011
200.C,2025-02-19,DOC,ion,umol/l,541.1705936225128,False,6.5,30.5,AP2507739,CDIFUE21_AB2501967.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,1011
200.C,2025-02-19,EC_field_uS_per_cm_25degC,direct,uS/cm,320.0,False,320,30.5,AP2507739,CDIFUE21_AB2501967.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,1011
200.C,2025-02-19,EC_lab_uS_per_cm_25degC,direct,uS/cm,318.0,False,318,30.5,AP2507739,CDIFUE21_AB2501967.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,1011
200.C,2025-02-19,Fe,ion,umol/l,0.1790670606142,False,0.01,30.5,AP2507739,CDIFUE21_AB2501967.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,1011
200.C,2025-02-19,HCO3,ion,umol/l,3179.441794909615,False,194,30.5,AP2507739,CDIFUE21_AB2501967.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,1011
200.C,2025-02-19,HCO3_hardness_dH,direct,dH,8.9,False,8.9,30.5,AP2507739,CDIFUE21_AB2501967.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,1011
200.C,2025-02-19,K,ion,umol/l,92.07632103943936,False,3.6,30.5,AP2507739,CDIFUE21_AB2501967.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,1011
200.C,2025-02-19,Kb8.2_mmol_per_l,direct,mmol/l,0.17,False,0.17,30.5,AP2507739,CDIFUE21_AB2501967.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,1011
200.C,2025-02-19,Ks4.3_mmol_per_l,direct,mmol/l,3.2,False,3.2,30.5,AP2507739,CDIFUE21_AB2501967.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,1011
200.C,2025-02-19,Mg,ion,umol/l,308.57848179386957,False,7.5,30.5,AP2507739,CDIFUE21_AB2501967.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,1011
200.C,2025-02-19,NO2,ion,umol/l,0.0,True,"<0,25",30.5,AP2507739,CDIFUE21_AB2501967.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,1011
200.C,2025-02-19,NO3,ion,umol/l,12.418553641700536,False,0.77,30.5,AP2507739,CDIFUE21_AB2501967.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,1011
200.C,2025-02-19,Na,ion,umol/l,321.8790778599391,False,7.4,30.5,AP2507739,CDIFUE21_AB2501967.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,1011
200.C,2025-02-19,O2_mg_per_l,direct,mg/l,11.7,False,11.7,30.5,AP2507739,CDIFUE21_AB2501967.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,1011
200.C,2025-02-19,SO4,ion,umol/l,52.05080158234437,False,5,30.5,AP2507739,CDIFUE21_AB2501967.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,1011
200.C,2025-02-19,Si,ion,umol/l,170.90365306558428,False,4.8,30.5,AP2507739,CDIFUE21_AB2501967.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,1011
200.C,2025-02-19,pH_field,direct,pH,7.7,False,7.7,30.5,AP2507739,CDIFUE21_AB2501967.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,1011
200.C,2025-02-19,pH_lab,direct,pH,7.7,False,7.7,30.5,AP2507739,CDIFUE21_AB2501967.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,1011
200.C,2025-02-19,sum_anions_meq_per_l,direct,meq/l,3.32,False,3.32,30.5,AP2507739,CDIFUE21_AB2501967.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,1011
200.C,2025-02-19,sum_cations_meq_per_l,direct,meq/l,3.48,False,3.48,30.5,AP2507739,CDIFUE21_AB2501967.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,1011
200.C,2025-02-19,temp_air_degC,direct,degC,2.0,False,2,30.5,AP2507739,CDIFUE21_AB2501967.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,1011
200.C,2025-02-19,temp_pH_lab_degC,direct,degC,16.6,False,16.6,30.5,AP2507739,CDIFUE21_AB2501967.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,1011
200.C,2025-02-19,temp_water_field_degC,direct,degC,2.8,False,2.8,30.5,AP2507739,CDIFUE21_AB2501967.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,1011
200.D,2022-06-20,Al,ion,umol/l,0.0,True,"<0,02",,AP2232187,CDIFUE21_AB2207723.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,36
200.D,2022-06-20,Ca,ion,umol/l,1871.350865811667,False,75,,AP2232187,CDIFUE21_AB2207723.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,36
200.D,2022-06-20,Cl,ion,umol/l,959.0161622429696,False,34,,AP2232187,CDIFUE21_AB2207723.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,36
200.D,2022-06-20,DOC,ion,umol/l,716.010323869786,False,8.6,,AP2232187,CDIFUE21_AB2207723.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,36
200.D,2022-06-20,EC_field_uS_per_cm_25degC,direct,uS/cm,560.0,False,560,,AP2232187,CDIFUE21_AB2207723.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,36
200.D,2022-06-20,EC_lab_uS_per_cm_25degC,direct,uS/cm,579.0,False,579,,AP2232187,CDIFUE21_AB2207723.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,36
200.D,2022-06-20,Fe,ion,umol/l,0.0,True,"<0,005",,AP2232187,CDIFUE21_AB2207723.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,36
200.D,2022-06-20,HCO3,ion,umol/l,1599.5542225937031,False,97.6,,AP2232187,CDIFUE21_AB2207723.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,36
200.D,2022-06-20,HCO3_hardness_dH,direct,dH,4.5,False,4.5,,AP2232187,CDIFUE21_AB2207723.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,36
200.D,2022-06-20,K,ion,umol/l,383.6513376643307,False,15,,AP2232187,CDIFUE21_AB2207723.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,36
200.D,2022-06-20,Kb8.2_mmol_per_l,direct,mmol/l,0.18,False,0.18,,AP2232187,CDIFUE21_AB2207723.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,36
200.D,2022-06-20,Ks4.3_mmol_per_l,direct,mmol/l,1.6,False,1.6,,AP2232187,CDIFUE21_AB2207723.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,36
200.D,2022-06-20,Mg,ion,umol/l,493.7255708701913,False,12,,AP2232187,CDIFUE21_AB2207723.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,36
200.D,2022-06-20,NO2,ion,umol/l,16.3025758069775,False,0.75,,AP2232187,CDIFUE21_AB2207723.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,36
200.D,2022-06-20,NO3,ion,umol/l,1935.3590090961875,False,120,,AP2232187,CDIFUE21_AB2207723.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,36
200.D,2022-06-20,Na,ion,umol/l,247.9338842975207,False,5.7,,AP2232187,CDIFUE21_AB2207723.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,36
200.D,2022-06-20,O2_mg_per_l,direct,mg/l,7.9,False,7.9,,AP2232187,CDIFUE21_AB2207723.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,36
200.D,2022-06-20,SO4,ion,umol/l,405.996252342286,False,39,,AP2232187,CDIFUE21_AB2207723.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,36
200.D,2022-06-20,Si,ion,umol/l,195.827102470982,False,5.5,,AP2232187,CDIFUE21_AB2207723.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,36
200.D,2022-06-20,pH_field,direct,pH,7.18,False,7.18,,AP2232187,CDIFUE21_AB2207723.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,36
200.D,2022-06-20,pH_lab,direct,pH,7.18,False,7.18,,AP2232187,CDIFUE21_AB2207723.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,36
200.D,2022-06-20,sum_anions_meq_per_l,direct,meq/l,5.25573034984098,False,5.25573034984098,,AP2232187,CDIFUE21_AB2207723.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,36
200.D,2022-06-20,sum_cations_meq_per_l,direct,meq/l,5.36911212149916,False,5.36911212149916,,AP2232187,CDIFUE21_AB2207723.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,36
200.D,2022-06-20,temp_air_degC,direct,degC,25.0,False,25,,AP2232187,CDIFUE21_AB2207723.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,36
200.D,2022-06-20,temp_pH_lab_degC,direct,degC,20.1,False,20.1,,AP2232187,CDIFUE21_AB2207723.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,36
200.D,2022-06-20,temp_water_field_degC,direct,degC,20.7,False,20.7,,AP2232187,CDIFUE21_AB2207723.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,36
200.D,2022-07-05,Al,ion,umol/l,0.0,True,"<0,02",3.6,AP2235937,CDIFUE21_AB2208552.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,51
200.D,2022-07-05,Ca,ion,umol/l,2345.426418483956,False,94,3.6,AP2235937,CDIFUE21_AB2208552.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,51
200.D,2022-07-05,Cl,ion,umol/l,1551.3496742165682,False,55,3.6,AP2235937,CDIFUE21_AB2208552.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,51
200.D,2022-07-05,DOC,ion,umol/l,832.570144034635,False,10,3.6,AP2235937,CDIFUE21_AB2208552.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,51
200.D,2022-07-05,EC_field_uS_per_cm_25degC,direct,uS/cm,670.0,False,670,3.6,AP2235937,CDIFUE21_AB2208552.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,51
200.D,2022-07-05,EC_lab_uS_per_cm_25degC,direct,uS/cm,691.0,False,691,3.6,AP2235937,CDIFUE21_AB2208552.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,51
200.D,2022-07-05,Fe,ion,umol/l,0.2686005909213,False,0.015,3.6,AP2235937,CDIFUE21_AB2208552.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,51
200.D,2022-07-05,HCO3,ion,umol/l,1529.082059098284,False,93.3,3.6,AP2235937,CDIFUE21_AB2208552.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,51
200.D,2022-07-05,HCO3_hardness_dH,direct,dH,4.28,False,4.28,3.6,AP2235937,CDIFUE21_AB2208552.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,51
200.D,2022-07-05,K,ion,umol/l,434.8048493529081,False,17,3.6,AP2235937,CDIFUE21_AB2208552.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,51
200.D,2022-07-05,Kb8.2_mmol_per_l,direct,mmol/l,0.27,False,0.27,3.6,AP2235937,CDIFUE21_AB2208552.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,51
200.D,2022-07-05,Ks4.3_mmol_per_l,direct,mmol/l,1.5,False,1.5,3.6,AP2235937,CDIFUE21_AB2208552.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,51
200.D,2022-07-05,Mg,ion,umol/l,576.0131660152232,False,14,3.6,AP2235937,CDIFUE21_AB2208552.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,51
200.D,2022-07-05,NO2,ion,umol/l,2.3910444516900338,False,0.11,3.6,AP2235937,CDIFUE21_AB2208552.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,51
200.D,2022-07-05,NO3,ion,umol/l,2257.918843945552,False,140,3.6,AP2235937,CDIFUE21_AB2208552.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,51
200.D,2022-07-05,Na,ion,umol/l,339.2779469334493,False,7.8,3.6,AP2235937,CDIFUE21_AB2208552.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,51
200.D,2022-07-05,O2_mg_per_l,direct,mg/l,7.9,False,7.9,3.6,AP2235937,CDIFUE21_AB2208552.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,51
200.D,2022-07-05,SO4,ion,umol/l,614.1994586716635,False,59,3.6,AP2235937,CDIFUE21_AB2208552.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,51
200.D,2022-07-05,Si,ion,umol/l,234.9925229651784,False,6.6,3.6,AP2235937,CDIFUE21_AB2208552.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,51
200.D,2022-07-05,pH_field,direct,pH,7.0,False,7,3.6,AP2235937,CDIFUE21_AB2208552.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,51
200.D,2022-07-05,pH_lab,direct,pH,6.89,False,6.89,3.6,AP2235937,CDIFUE21_AB2208552.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,51
200.D,2022-07-05,sum_anions_meq_per_l,direct,meq/l,6.5160351541649,False,6.5160351541649,3.6,AP2235937,CDIFUE21_AB2208552.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,51
200.D,2022-07-05,sum_cations_meq_per_l,direct,meq/l,6.62671405237246,False,6.62671405237246,3.6,AP2235937,CDIFUE21_AB2208552.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,51
200.D,2022-07-05,temp_air_degC,direct,degC,27.0,False,27,3.6,AP2235937,CDIFUE21_AB2208552.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,51
200.D,2022-07-05,temp_pH_lab_degC,direct,degC,21.7,False,21.7,3.6,AP2235937,CDIFUE21_AB2208552.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,51
200.D,2022-07-05,temp_water_field_degC,direct,degC,21.3,False,21.3,3.6,AP2235937,CDIFUE21_AB2208552.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,51
200.D,2022-07-18,Al,ion,umol/l,0.0,True,"<0,02",3.0,AP2238271,CDIFUE21_AB2209146.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,64
200.D,2022-07-18,Ca,ion,umol/l,2270.572383851489,False,91,3.0,AP2238271,CDIFUE21_AB2209146.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,64
200.D,2022-07-18,Cl,ion,umol/l,1833.4132513468537,False,65,3.0,AP2238271,CDIFUE21_AB2209146.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,64
200.D,2022-07-18,DOC,ion,umol/l,632.7533094663225,False,7.6,3.0,AP2238271,CDIFUE21_AB2209146.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,64
200.D,2022-07-18,EC_field_uS_per_cm_25degC,direct,uS/cm,670.0,False,670,3.0,AP2238271,CDIFUE21_AB2209146.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,64
200.D,2022-07-18,EC_lab_uS_per_cm_25degC,direct,uS/cm,680.0,False,680,3.0,AP2238271,CDIFUE21_AB2209146.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,64
200.D,2022-07-18,Fe,ion,umol/l,0.16116035455278,False,0.009,3.0,AP2238271,CDIFUE21_AB2209146.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,64
200.D,2022-07-18,HCO3,ion,umol/l,3130.275169215137,False,191,3.0,AP2238271,CDIFUE21_AB2209146.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,64
200.D,2022-07-18,HCO3_hardness_dH,direct,dH,8.76,False,8.76,3.0,AP2238271,CDIFUE21_AB2209146.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,64
200.D,2022-07-18,K,ion,umol/l,358.074581820042,False,14,3.0,AP2238271,CDIFUE21_AB2209146.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,64
200.D,2022-07-18,Kb8.2_mmol_per_l,direct,mmol/l,0.19,False,0.19,3.0,AP2238271,CDIFUE21_AB2209146.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,64
200.D,2022-07-18,Ks4.3_mmol_per_l,direct,mmol/l,3.1,False,3.1,3.0,AP2238271,CDIFUE21_AB2209146.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,64
200.D,2022-07-18,Mg,ion,umol/l,576.0131660152232,False,14,3.0,AP2238271,CDIFUE21_AB2209146.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,64
200.D,2022-07-18,NO2,ion,umol/l,0.0,True,"<0,05",3.0,AP2238271,CDIFUE21_AB2209146.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,64
200.D,2022-07-18,NO3,ion,umol/l,435.4557770466422,False,27,3.0,AP2238271,CDIFUE21_AB2209146.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,64
200.D,2022-07-18,Na,ion,umol/l,782.94910830796,False,18,3.0,AP2238271,CDIFUE21_AB2209146.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,64
200.D,2022-07-18,O2_mg_per_l,direct,mg/l,8.1,False,8.1,3.0,AP2238271,CDIFUE21_AB2209146.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,64
200.D,2022-07-18,SO4,ion,umol/l,739.1213824692901,False,71,3.0,AP2238271,CDIFUE21_AB2209146.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,64
200.D,2022-07-18,Si,ion,umol/l,231.43203019297871,False,6.5,3.0,AP2238271,CDIFUE21_AB2209146.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,64
200.D,2022-07-18,pH_field,direct,pH,7.72,False,7.72,3.0,AP2238271,CDIFUE21_AB2209146.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,64
200.D,2022-07-18,pH_lab,direct,pH,7.34,False,7.34,3.0,AP2238271,CDIFUE21_AB2209146.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,64
200.D,2022-07-18,sum_anions_meq_per_l,direct,meq/l,6.82678399411097,False,6.82678399411097,3.0,AP2238271,CDIFUE21_AB2209146.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,64
200.D,2022-07-18,sum_cations_meq_per_l,direct,meq/l,6.84325091676759,False,6.84325091676759,3.0,AP2238271,CDIFUE21_AB2209146.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,64
200.D,2022-07-18,temp_air_degC,direct,degC,30.0,False,30,3.0,AP2238271,CDIFUE21_AB2209146.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,64
200.D,2022-07-18,temp_pH_lab_degC,direct,degC,22.0,False,22,3.0,AP2238271,CDIFUE21_AB2209146.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,64
200.D,2022-07-18,temp_water_field_degC,direct,degC,19.7,False,19.7,3.0,AP2238271,CDIFUE21_AB2209146.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,64
200.D,2022-08-01,Al,ion,umol/l,0.0,True,"<0,02",22.3,AP2241450,CDIFUE21_AB2209902.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,78
200.D,2022-08-01,Ca,ion,umol/l,2270.572383851489,False,91,22.3,AP2241450,CDIFUE21_AB2209902.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,78
200.D,2022-08-01,Cl,ion,umol/l,1692.381462781711,False,60,22.3,AP2241450,CDIFUE21_AB2209902.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,78
200.D,2022-08-01,DOC,ion,umol/l,541.1705936225128,False,6.5,22.3,AP2241450,CDIFUE21_AB2209902.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,78
200.D,2022-08-01,EC_field_uS_per_cm_25degC,direct,uS/cm,670.0,False,670,22.3,AP2241450,CDIFUE21_AB2209902.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,78
200.D,2022-08-01,EC_lab_uS_per_cm_25degC,direct,uS/cm,676.0,False,676,22.3,AP2241450,CDIFUE21_AB2209902.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,78
200.D,2022-08-01,Fe,ion,umol/l,0.0,True,"<0,005",22.3,AP2241450,CDIFUE21_AB2209902.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,78
200.D,2022-08-01,HCO3,ion,umol/l,3769.441303243358,False,230,22.3,AP2241450,CDIFUE21_AB2209902.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,78
200.D,2022-08-01,HCO3_hardness_dH,direct,dH,10.6,False,10.6,22.3,AP2241450,CDIFUE21_AB2209902.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,78
200.D,2022-08-01,K,ion,umol/l,227.63312701416953,False,8.9,22.3,AP2241450,CDIFUE21_AB2209902.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,78
200.D,2022-08-01,Kb8.2_mmol_per_l,direct,mmol/l,0.38,False,0.38,22.3,AP2241450,CDIFUE21_AB2209902.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,78
200.D,2022-08-01,Ks4.3_mmol_per_l,direct,mmol/l,3.8,False,3.8,22.3,AP2241450,CDIFUE21_AB2209902.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,78
200.D,2022-08-01,Mg,ion,umol/l,534.8693684427072,False,13,22.3,AP2241450,CDIFUE21_AB2209902.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,78
200.D,2022-08-01,NO2,ion,umol/l,0.0,True,"<0,05",22.3,AP2241450,CDIFUE21_AB2209902.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,78
200.D,2022-08-01,NO3,ion,umol/l,59.67356944713245,False,3.7,22.3,AP2241450,CDIFUE21_AB2209902.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,78
200.D,2022-08-01,Na,ion,umol/l,1174.42366246194,False,27,22.3,AP2241450,CDIFUE21_AB2209902.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,78
200.D,2022-08-01,O2_mg_per_l,direct,mg/l,3.1,False,3.1,22.3,AP2241450,CDIFUE21_AB2209902.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,78
200.D,2022-08-01,SO4,ion,umol/l,718.3010618363522,False,69,22.3,AP2241450,CDIFUE21_AB2209902.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,78
200.D,2022-08-01,Si,ion,umol/l,231.43203019297871,False,6.5,22.3,AP2241450,CDIFUE21_AB2209902.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,78
200.D,2022-08-01,pH_field,direct,pH,7.17,False,7.17,22.3,AP2241450,CDIFUE21_AB2209902.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,78
200.D,2022-08-01,pH_lab,direct,pH,7.26,False,7.26,22.3,AP2241450,CDIFUE21_AB2209902.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,78
200.D,2022-08-01,sum_anions_meq_per_l,direct,meq/l,6.90781006770395,False,6.90781006770395,22.3,AP2241450,CDIFUE21_AB2209902.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,78
200.D,2022-08-01,sum_cations_meq_per_l,direct,meq/l,7.02149337459085,False,7.02149337459085,22.3,AP2241450,CDIFUE21_AB2209902.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,78
200.D,2022-08-01,temp_air_degC,direct,degC,28.0,False,28,22.3,AP2241450,CDIFUE21_AB2209902.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,78
200.D,2022-08-01,temp_pH_lab_degC,direct,degC,23.8,False,23.8,22.3,AP2241450,CDIFUE21_AB2209902.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,78
200.D,2022-08-01,temp_water_field_degC,direct,degC,20.5,False,20.5,22.3,AP2241450,CDIFUE21_AB2209902.xlsx,200,200,200 t/ha,FUERTH2022,False,2022,2022-05-15,78
