variant,treatment,treatment_label,treatment_group,treatment_group_label,soil,soil_name,sensor,phase,experiment_start_date,date,days,TA_umol_per_l,sampling_interval_days,rain_interval_mm,temp_mean_interval_C,rain_interval_onsite_mm,temp_mean_interval_onsite_C,TA_flux_mmol_per_m2_pumped,TA_cum_mmol_per_m2_pumped,TA_CO2_t_per_ha_per_yr_pumped,TA_CO2cum_t_per_ha_pumped,TA_flux_mmol_per_m2_avgBD,TA_cum_mmol_per_m2_avgBD,TA_CO2_t_per_ha_per_yr_avgBD,TA_CO2cum_t_per_ha_avgBD,TA_flux_mmol_per_m2_dumpmodel,TA_cum_mmol_per_m2_dumpmodel,TA_CO2_t_per_ha_per_yr_dumpmodel,TA_CO2cum_t_per_ha_dumpmodel
000.C,000,Control,000,Control,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2023-09-12,485,4195.552059262172,84.0,280.0,19.81785714285714,65.6,,113.67259273863029,1656.584279064277,0.217524512872977,0.7290461753733978,113.67259273863029,1656.584279064277,0.217524512872977,0.7290461753733978,113.67259273863029,1656.584279064277,0.217524512872977,0.7290461753733978
000.C,000,Control,000,Control,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2023-12-05,569,3195.830670141108,84.0,153.9,9.974999999999998,107.2,,236.14512340944145,1892.729402473719,0.4518886364726263,0.8329712827346588,236.14512340944145,1892.729402473719,0.4518886364726263,0.8329712827346588,236.14512340944145,1892.729402473719,0.4518886364726263,0.8329712827346588
000.C,000,Control,000,Control,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2024-05-16,732,2982.775292131701,163.0,269.5,7.470552147239263,185.4,,628.1460282691143,2520.875430742833,0.6194478339475069,1.1094120683156132,628.1460282691143,2520.875430742833,0.6194478339475069,1.1094120683156132,1179.1513162244778,3071.8807186981967,1.1628231268839164,1.3519039854918893
000.C,000,Control,000,Control,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2024-08-29,837,4097.218807873215,105.0,241.1,19.176190476190477,92.3,21.283783783783782,252.29179851436052,2773.1672292571934,0.3862296038227575,1.2204431659237982,252.29179851436052,2773.1672292571934,0.3862296038227575,1.2204431659237982,252.29179851436052,3324.172517212557,0.3862296038227575,1.462935083100074
000.C,000,Control,000,Control,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2024-12-10,940,3933.3300555582864,103.0,215.9,10.216504854368932,199.4,10.33883495145631,465.02424302166935,3238.191472278863,0.7257216757809826,1.4250956850352046,465.02424302166935,3238.191472278863,0.7257216757809826,1.4250956850352046,465.02424302166935,3789.1967602342265,0.7257216757809826,1.6675876022114806
000.C,000,Control,000,Control,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2025-02-19,1011,2933.6086664372224,71.0,80.10000000000001,1.3169014084507042,58.400000000000006,1.4070422535211269,227.60756894771552,3465.7990412265785,0.5152999216253182,1.525263500053405,227.60756894771552,3465.7990412265785,0.5152999216253182,1.525263500053405,227.60756894771552,4016.8043291819417,0.5152999216253182,1.7677554172296803
000.D,000,Control,000,Control,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2022-06-20,36,1704.4430240752577,36.0,39.099999999999994,17.861111111111114,37.2,,14.079900691489437,14.079900691489437,0.062867880046243,0.0061964234953175,14.079900691489437,14.079900691489437,0.062867880046243,0.0061964234953175,14.079900691489437,14.079900691489437,0.062867880046243,0.0061964234953175
000.D,000,Control,000,Control,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2022-07-05,51,1786.387400232722,15.0,8.4,21.12666666666667,13.4,,14.079900691489437,28.15980138297887,0.1508829121109831,0.0123928469906351,14.079900691489437,28.15980138297887,0.1508829121109831,0.0123928469906351,14.079900691489437,28.15980138297887,0.1508829121109831,0.0123928469906351
000.D,000,Control,000,Control,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2022-07-18,64,2605.831161807365,13.0,5.1,18.661538461538463,3.1999999999999997,,16.045758385513327,44.20555976849219,0.198403176486798,0.0194544247985157,16.045758385513327,44.20555976849219,0.198403176486798,0.0194544247985157,16.045758385513327,44.20555976849219,0.198403176486798,0.0194544247985157
000.D,000,Control,000,Control,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2022-08-01,78,3703.885802317387,14.0,8.1,22.73571428571429,8.0,,68.42153575709457,112.62709552558675,0.7855910141754888,0.0495660584698554,68.42153575709457,112.62709552558675,0.7855910141754888,0.0495660584698554,68.42153575709457,112.62709552558675,0.7855910141754888,0.0495660584698554
000.D,000,Control,000,Control,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2022-08-16,93,4851.1070685218865,15.0,2.4,22.246666666666663,2.8000000000000007,,29.871348944100287,142.49844446968706,0.3201070956483014,0.0627121404266645,29.871348944100287,142.49844446968706,0.3201070956483014,0.0627121404266645,29.871348944100287,142.49844446968706,0.3201070956483014,0.0627121404266645
000.D,000,Control,000,Control,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2022-08-30,107,5523.050953013095,14.0,77.0,20.00714285714286,29.000000000000004,,530.5393772598785,673.0378217295656,6.091458819651002,0.2961972149649645,530.5393772598785,673.0378217295656,6.091458819651002,0.2961972149649645,530.5393772598785,673.0378217295656,6.091458819651002,0.2961972149649645
000.D,000,Control,000,Control,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2022-09-13,121,5523.050953013095,14.0,34.8,17.264285714285716,21.4,,40.81072132768296,713.8485430572484,0.4685737553577695,0.3141576053140644,40.81072132768296,713.8485430572484,0.4685737553577695,0.3141576053140644,40.81072132768296,713.8485430572484,0.4685737553577695,0.3141576053140644
000.D,000,Control,000,Control,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2022-10-11,149,4834.718193290394,28.0,82.9,10.832142857142856,76.6,,89.31129667408364,803.1598397313321,0.5127197990747107,0.3534626138673619,89.31129667408364,803.1598397313321,0.5127197990747107,0.3534626138673619,89.31129667408364,803.1598397313321,0.5127197990747107,0.3534626138673619
000.D,000,Control,000,Control,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2022-11-15,184,4146.385433567694,35.0,39.5,11.151428571428571,36.6,,91.91494803475184,895.074787766084,0.422133507794121,0.3939134633479759,91.91494803475184,895.074787766084,0.422133507794121,0.3939134633479759,91.91494803475184,895.074787766084,0.422133507794121,0.3939134633479759
000.D,000,Control,000,Control,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2022-12-12,211,3376.1082976875296,27.0,44.30000000000001,2.8000000000000003,39.0,,157.99521590163314,1053.0700036677172,0.9406149942698586,0.4634455779141256,157.99521590163314,1053.0700036677172,0.9406149942698586,0.4634455779141256,157.99521590163314,1053.0700036677172,0.9406149942698586,0.4634455779141256
000.D,000,Control,000,Control,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2023-01-17,247,3015.5530425946868,36.0,64.39999999999999,4.558333333333334,47.2,,170.83182261004382,1223.9018262777608,0.7627777189096914,0.5386269547265797,170.83182261004382,1223.9018262777608,0.7627777189096914,0.5386269547265797,170.83182261004382,1223.9018262777608,0.7627777189096914,0.5386269547265797
000.D,000,Control,000,Control,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2023-02-14,275,2802.4976645852794,28.0,37.0,0.2178571428571428,8.199999999999996,,110.44325771764647,1334.345083995407,0.6340345176354387,0.5872319280155388,110.44325771764647,1334.345083995407,0.6340345176354387,0.5872319280155388,110.44325771764647,1334.345083995407,0.6340345176354387,0.5872319280155388
000.D,000,Control,000,Control,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2023-03-13,302,2622.2200370388578,27.0,50.099999999999994,4.725925925925925,32.2,,74.27470548262774,1408.619789478035,0.4421899819766326,0.6199194831513885,74.27470548262774,1408.619789478035,0.4421899819766326,0.6199194831513885,74.27470548262774,1408.619789478035,0.4421899819766326,0.6199194831513885
000.D,000,Control,000,Control,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2023-04-17,337,2966.386416900208,35.0,57.99999999999999,7.462857142857144,39.400000000000006,,102.28918678966237,1510.9089762676974,0.4697787917216965,0.6649359313656509,102.28918678966237,1510.9089762676974,0.4697787917216965,0.6649359313656509,102.28918678966237,1510.9089762676974,0.4697787917216965,0.6649359313656509
000.D,000,Control,000,Control,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2023-05-16,366,3294.163921530065,29.0,62.2,11.820689655172414,29.6,,24.341112720665503,1535.250088988363,0.1349193233988297,0.6756482116628886,24.341112720665503,1535.250088988363,0.1349193233988297,0.6756482116628886,24.341112720665503,1535.250088988363,0.1349193233988297,0.6756482116628886
000.D,000,Control,000,Control,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2023-06-20,401,2966.386416900208,35.0,62.6,17.525714285714287,14.8,,24.111022600420405,1559.3611115887834,0.1107335723343998,0.6862592315991076,24.111022600420405,1559.3611115887834,0.1107335723343998,0.6862592315991076,24.111022600420405,1559.3611115887834,0.1107335723343998,0.6862592315991076
000.D,000,Control,000,Control,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2023-09-12,485,3851.3856794008225,84.0,280.0,19.81785714285714,65.6,,80.63245880518963,1639.993570393973,0.1542987267271916,0.7217447703946835,80.63245880518963,1639.993570393973,0.1542987267271916,0.7217447703946835,80.63245880518963,1639.993570393973,0.1542987267271916,0.7217447703946835
000.D,000,Control,000,Control,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2023-12-05,569,2966.386416900208,84.0,153.9,9.974999999999998,107.2,,233.80385551922825,1873.797425913201,0.4474083730682824,0.8246395091701406,233.80385551922825,1873.797425913201,0.4474083730682824,0.8246395091701406,233.80385551922825,1873.797425913201,0.4474083730682824,0.8246395091701406
000.D,000,Control,000,Control,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2024-05-16,732,2933.6086664372224,163.0,269.5,7.470552147239263,185.4,,606.953517193908,2480.7509431071094,0.5985487842191834,1.0917536825520078,606.953517193908,2480.7509431071094,0.5985487842191834,1.0917536825520078,1127.1993890744006,3000.9968149876017,1.111590599264198,1.3207086883078936
000.D,000,Control,000,Control,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2024-08-29,837,3982.4966812527655,105.0,241.1,19.176190476190477,92.3,21.283783783783782,205.99120765100508,2686.7421507581143,0.315348746929205,1.1824083531271383,205.99120765100508,2686.7421507581143,0.315348746929205,1.1824083531271383,205.99120765100508,3206.9880226386067,0.315348746929205,1.4113633588830243
000.D,000,Control,000,Control,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2024-12-10,940,3589.163675696937,103.0,215.9,10.216504854368932,199.4,10.33883495145631,424.33462175727334,3111.076772515388,0.6622210291501467,1.369153776816297,424.33462175727334,3111.076772515388,0.6622210291501467,1.369153776816297,424.33462175727334,3631.32264439588,0.6622210291501467,1.5981087825721827
000.D,000,Control,000,Control,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2025-02-19,1011,2687.7755379648293,71.0,80.10000000000001,1.3169014084507042,58.400000000000006,1.4070422535211269,215.15444577304663,3326.2312182884343,0.4871062485169719,1.463841096856557,215.15444577304663,3326.2312182884343,0.4871062485169719,1.463841096856557,215.15444577304663,3846.477090168926,0.4871062485169719,1.6927961026124427
100.A,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2022-06-20,36,1999.4427782421292,36.0,39.099999999999994,17.861111111111114,37.2,,26.306970414689403,26.306970414689403,0.1174627219786025,0.0115774346098006,18.77284210698358,18.77284210698358,0.0838222379240414,0.0082617400828624,26.306970414689403,26.306970414689403,0.1174627219786025,0.0115774346098006
100.A,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2022-07-05,51,2179.7204057885506,15.0,8.4,21.12666666666667,13.4,,26.306970414689403,52.613940829378805,0.281910532748646,0.0231548692196013,22.727790766432346,41.50063287341592,0.2435553582250207,0.0182640135212616,26.306970414689403,52.613940829378805,0.281910532748646,0.0231548692196013
100.A,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2022-07-18,64,3392.4971729190224,13.0,5.1,18.661538461538463,3.1999999999999997,,48.4642453274146,101.0781861567934,0.5992524621133327,0.0444834989457432,43.03290748899746,84.53354036241338,0.5320948586006318,0.0372023657780945,48.4642453274146,101.0781861567934,0.5992524621133327,0.0444834989457432
100.A,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2022-08-01,78,4228.329809725158,14.0,8.1,22.73571428571429,8.0,,48.948645580562165,150.02683173735556,0.5620104211145709,0.0660253083792928,51.725873698608254,136.25941406102163,0.5938975372061778,0.059966405534115,48.948645580562165,150.02683173735556,0.5620104211145709,0.0660253083792928
100.A,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2022-08-16,93,5162.495697920252,15.0,2.4,22.246666666666663,2.8000000000000007,,31.78876661280943,181.815598350165,0.3406545105716722,0.0800152266779241,31.78876661280943,168.04818067383107,0.3406545105716722,0.0739563238327463,31.78876661280943,181.815598350165,0.3406545105716722,0.0800152266779241
100.A,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2022-08-30,107,4457.774062966058,14.0,77.0,20.00714285714286,29.000000000000004,,87.83791257075977,269.65351092092476,1.0085227415019846,0.1186718136211897,457.4891279727071,625.5373086465381,5.252722611989502,0.2752927141622549,384.290867497074,566.106465847239,4.412286994071182,0.2491377945547113
100.A,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2022-09-13,121,4687.218316206958,14.0,34.8,17.264285714285716,21.4,,40.40705445005998,310.06056537098476,0.4639390001118963,0.1364545542141166,98.13141795014566,723.6687265966839,1.126709000271748,0.3184793698879345,40.40705445005998,606.513520297299,0.4639390001118963,0.2669205351476383
100.A,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2022-10-11,149,5457.495452087123,28.0,82.9,10.832142857142856,76.6,,73.93158863664821,383.99215400763296,0.4244277116408282,0.1689911070572191,132.1807190776438,855.8494456743276,0.7588253026305719,0.3766507825468148,208.35265888509952,814.8661791823986,1.196114460078698,0.3586144567963817
100.A,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2022-11-15,184,5309.995575003687,35.0,39.5,11.151428571428571,36.6,,104.6304546798756,488.62260868750855,0.480531423892122,0.2150379238572856,95.9112501232193,951.760695797547,0.4404871385677785,0.4188603646135424,104.6304546798756,919.4966338622742,0.480531423892122,0.4046612735964482
100.A,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2022-12-12,211,3703.885802317387,27.0,44.30000000000001,2.8000000000000003,39.0,,54.73722860567567,543.3598372931842,0.325874791065388,0.2391272307943574,177.89599296844588,1129.6566887659928,1.0590930709625108,0.4971506121590257,209.8260429884234,1129.3226768506977,1.2491866990839875,0.4970036168552234
100.A,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2023-01-17,247,3608.830325974728,36.0,64.39999999999999,4.558333333333334,47.2,,53.33246787154769,596.6923051647319,0.2381337245329593,0.2625983165799468,210.36695660443817,1340.023645370431,0.9393052467688954,0.589731006091073,124.44242503361129,1253.7651018843087,0.5556453572435719,0.5517694836882654
100.A,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2023-02-14,275,3179.441794909615,28.0,37.0,0.2178571428571428,8.199999999999996,,31.324549703543006,628.0168548682749,0.1798285035398759,0.276383937658979,122.6878196722101,1462.711465042641,0.7043283055311806,0.6437246886506158,117.46706138828624,1371.232163272595,0.6743568882745347,0.6034655627346363
100.A,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2023-03-13,302,2884.442040742744,27.0,50.099999999999994,4.725925925925925,32.2,,60.38856489239735,688.4054197606723,0.3595196809983927,0.3029603411824743,75.78172849242019,1538.4931935350612,0.4511619526254338,0.677075469542845,60.38856489239735,1431.6207281649924,0.3595196809983927,0.6300419662581315
100.A,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2023-04-17,337,3113.8862939836436,35.0,57.99999999999999,7.462857142857144,39.400000000000006,,46.01802404901936,734.4234438096917,0.2113448392118129,0.3232124133862071,109.931946339324,1648.4251398743852,0.5048793381171085,0.7254554198073181,95.870883435457,1527.4916116004497,0.4403017483579436,0.6722337833492418
100.A,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2023-05-16,366,3605.55255092843,29.0,62.2,11.820689655172414,29.6,,26.642013923116473,761.0654577328081,0.1476728912823012,0.3349372972936315,26.642013923116473,1675.0671537975018,0.1476728912823012,0.7371803037147425,26.642013923116473,1554.1336255235658,0.1476728912823012,0.683958667256666
100.A,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2023-06-20,401,2736.942163659308,35.0,62.6,17.525714285714287,14.8,,14.83072108386817,775.8961788166763,0.0681123630933509,0.341464149335431,14.830721083868168,1689.89787488137,0.0681123630933509,0.743707155756542,14.83072108386817,1568.964346607434,0.0681123630933509,0.6904855192984656
100.A,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2023-09-12,485,,84.0,280.0,19.81785714285714,65.6,,,,,,,,,,,,,
100.A,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2023-12-05,569,3031.941917826179,84.0,153.9,9.974999999999998,107.2,,179.22809366460172,955.124272481278,0.3429718881946086,0.4203406410762856,232.74759385611475,1922.6454687374849,0.4453871048082766,0.8461370443366796,291.2456522049778,1860.209998812412,0.557329318316239,0.8186598183773542
100.A,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2024-05-16,732,3031.941917826179,163.0,269.5,7.470552147239263,185.4,,612.3626533540559,1567.4869258353338,0.6038830178641269,0.689835321190872,645.9679209161687,2568.6133896536535,0.6370229395761827,1.1304210666526764,1157.5147715838862,3017.724770396298,1.1414861923041426,1.3280704942037067
100.A,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2024-08-29,837,3113.8862939836436,105.0,241.1,19.176190476190477,92.3,21.283783783783782,0.0,1567.4869258353338,0.0,0.689835321190872,204.52455132897492,2773.137940982628,0.3131034654989821,1.2204302764470447,92.03604809803872,3109.760818494337,0.1408965594745419,1.3685746386111726
100.A,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2024-12-10,940,3769.441303243358,103.0,215.9,10.216504854368932,199.4,10.33883495145631,194.97110189189783,1762.4580277272316,0.3042739317727557,0.7756401534224773,396.1317625740146,3169.269703556643,0.6182073534430591,1.394763903838243,287.8144837451825,3397.5753022395193,0.4491662802359727,1.49523891476259
100.A,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2025-02-19,1011,2917.2197912057295,71.0,80.10000000000001,1.3169014084507042,58.400000000000006,1.4070422535211269,25.14844647591146,1787.606474203143,0.0569356834570494,0.7867077332320612,231.12619856432912,3400.395902120972,0.5232660432005019,1.4964802325644184,211.96547743982515,3609.540779679344,0.4798864748522737,1.5885228017290824
100.A,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2025-09-24,1228,4375.8296868085945,217.0,385.0,14.575576036866355,339.29999999999995,14.855299539170506,47.45104146458093,1835.057515667724,0.0351493857517665,0.8075904620702087,47.45104146458093,3447.8469435855527,0.0351493857517665,1.517362961402566,209.11962595258316,3818.660405631927,0.1549054809757777,1.680554257914555
100.A,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2025-12-15,1310,3539.9970500024583,82.0,92.9,6.917073170731709,91.9,7.129268292682928,69.75363645325041,1904.8111521209744,0.1367365840343437,0.8382883399369195,69.75363645325041,3517.6005800388034,0.1367365840343437,1.548060839269277,313.8913640396268,4132.551769671554,0.6153146281545465,1.8186947083147544
100.A,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2026-02-25,1382,2654.9977875018435,72.0,120.2,0.9611111111111108,61.8,1.2208333333333334,71.93343759241448,1976.744589713389,0.1605942692695026,0.8699455264869652,71.93343759241448,3589.534017631218,0.1605942692695026,1.5797180258193226,326.97017087461126,4459.521940546166,0.7299739512250119,1.962591010814962
100.B,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2022-06-20,36,2196.1092810200435,36.0,39.099999999999994,17.861111111111114,37.2,,18.391062944502824,18.391062944502824,0.0821175635007692,0.0080937228912462,18.391062944502824,18.391062944502824,0.0821175635007692,0.0080937228912462,18.391062944502824,18.391062944502824,0.0821175635007692,0.0080937228912462
100.B,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2022-07-05,51,2196.1092810200435,15.0,8.4,21.12666666666667,13.4,,18.391062944502824,36.78212588900565,0.1970821524018461,0.0161874457824924,18.391062944502824,36.78212588900565,0.1970821524018461,0.0161874457824924,18.391062944502824,36.78212588900565,0.1970821524018461,0.0161874457824924
100.B,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2022-07-18,64,3523.608174770965,13.0,5.1,18.661538461538463,3.1999999999999997,,21.697094672235004,58.47922056124065,0.2682810248091923,0.0257361201767963,21.697094672235004,58.47922056124065,0.2682810248091923,0.0257361201767963,21.697094672235004,58.47922056124065,0.2682810248091923,0.0257361201767963
100.B,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2022-08-01,78,4031.663306947244,14.0,8.1,22.73571428571429,8.0,,26.811554011718123,85.29077457295878,0.3078404434308907,0.0375356169818134,26.811554011718123,85.29077457295878,0.3078404434308907,0.0375356169818134,26.811554011718123,85.29077457295878,0.3078404434308907,0.0375356169818134
100.B,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2022-08-16,93,4424.996312503073,15.0,2.4,22.246666666666663,2.8000000000000007,,27.24751423955094,112.53828881250972,0.2919895804900047,0.0495269755234974,27.24751423955094,112.53828881250972,0.2919895804900047,0.0495269755234974,27.24751423955094,112.53828881250972,0.2919895804900047,0.0495269755234974
100.B,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2022-08-30,107,5113.329072225773,14.0,77.0,20.00714285714286,29.000000000000004,,503.7762632734752,616.3145520859849,5.784174546849618,0.2712338712275211,503.7762632734752,616.3145520859849,5.784174546849618,0.2712338712275211,503.7762632734752,616.3145520859849,5.784174546849618,0.2712338712275211
100.B,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2022-09-13,121,5883.606208105937,14.0,34.8,17.264285714285716,21.4,,159.40804997331358,775.7226020592985,1.8302648465952835,0.3413877599402766,159.40804997331358,775.7226020592985,1.8302648465952835,0.3413877599402766,159.40804997331358,775.7226020592985,1.8302648465952835,0.3413877599402766
100.B,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2022-10-11,149,5277.217824540702,28.0,82.9,10.832142857142856,76.6,,123.48169786486864,899.2042999241671,0.7088858148562892,0.3957308203536266,123.48169786486864,899.2042999241671,0.7088858148562892,0.3957308203536266,123.48169786486864,899.2042999241671,0.7088858148562892,0.3957308203536266
100.B,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2022-11-15,184,4933.051444679351,35.0,39.5,11.151428571428571,36.6,,72.90223809870962,972.1065380228767,0.334814718961872,0.4278143663184878,72.90223809870962,972.1065380228767,0.334814718961872,0.4278143663184878,72.90223809870962,972.1065380228767,0.334814718961872,0.4278143663184878
100.B,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2022-12-12,211,3818.6079289378367,27.0,44.30000000000001,2.8000000000000003,39.0,,188.1087649723072,1160.215302995184,1.119894193484298,0.5105991526951504,188.1087649723072,1160.215302995184,1.119894193484298,0.5105991526951504,188.1087649723072,1160.215302995184,1.119894193484298,0.5105991526951504
100.B,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2023-01-17,247,3343.330547224544,36.0,64.39999999999999,4.558333333333334,47.2,,189.40049898070075,1349.6158019758848,0.84568834053031,0.5939524182915671,189.40049898070075,1349.6158019758848,0.84568834053031,0.5939524182915671,189.40049898070075,1349.6158019758848,0.84568834053031,0.5939524182915671
100.B,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2023-02-14,275,3261.386171067079,28.0,37.0,0.2178571428571428,8.199999999999996,,112.46159210576135,1462.0773940816462,0.6456214057501215,0.6434456403613916,112.46159210576135,1462.0773940816462,0.6456214057501215,0.6434456403613916,112.46159210576135,1462.0773940816462,0.6456214057501215,0.6434456403613916
100.B,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2023-03-13,302,2966.386416900208,27.0,50.099999999999994,4.725925925925925,32.2,,80.3700753347347,1542.4474694163807,0.478478398975802,0.678815706815455,80.3700753347347,1542.4474694163807,0.478478398975802,0.678815706815455,80.3700753347347,1542.4474694163807,0.478478398975802,0.678815706815455
100.B,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2023-04-17,337,3212.219545372601,35.0,57.99999999999999,7.462857142857144,39.400000000000006,,114.72212662045,1657.1695960368309,0.5268789763508529,0.7293037675198488,114.72212662045,1657.1695960368309,0.5268789763508529,0.7293037675198488,114.72212662045,1657.1695960368309,0.5268789763508529,0.7293037675198488
100.B,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2023-05-16,366,3736.663552780373,29.0,62.2,11.820689655172414,29.6,,27.61081442941162,1684.7804104662423,0.1530428146016576,0.7414550108420885,27.61081442941162,1684.7804104662423,0.1530428146016576,0.7414550108420885,27.61081442941162,1684.7804104662423,0.1530428146016576,0.7414550108420885
100.B,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2023-06-20,401,3244.997295835587,35.0,62.6,17.525714285714287,14.8,,23.977812530804833,1708.7582229970471,0.1101217846419446,0.7520074063587704,23.977812530804833,1708.7582229970471,0.1101217846419446,0.7520074063587704,23.977812530804833,1708.7582229970471,0.1101217846419446,0.7520074063587704
100.B,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2023-09-12,485,4211.940934493666,84.0,280.0,19.81785714285714,65.6,,87.14360554124826,1795.9018285382954,0.1667584937465138,0.7903584357214184,87.14360554124826,1795.9018285382954,0.1667584937465138,0.7903584357214184,87.14360554124826,1795.9018285382954,0.1667584937465138,0.7903584357214184
100.B,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2023-12-05,569,3228.6084206040937,84.0,153.9,9.974999999999998,107.2,,230.61488718600668,2026.5167157243025,0.4413059453278828,0.8918497414231081,230.61488718600668,2026.5167157243025,0.4413059453278828,0.8918497414231081,230.61488718600668,2026.5167157243025,0.4413059453278828,0.8918497414231081
100.B,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2024-05-16,732,3310.552796761558,163.0,269.5,7.470552147239263,185.4,,721.6352771265957,2748.151992850898,0.7116424990347394,1.2094342105337514,721.6352771265957,2748.151992850898,0.7116424990347394,1.2094342105337514,1345.421703117382,3371.9384188416843,1.326791099895277,1.4839563787480368
