date,pot,soil_moisture_30cm_pct,soil_moisture_60cm_pct,soil_ec_30cm,soil_ec_60cm,soil_ph_30cm,soil_ph_60cm
2025-01-08,000.B,,25.56125,,90.48809523809524,6.399207317073179,
2025-01-15,000.B,,25.2395808383233,,88.19161676646706,6.455000000000026,
2025-01-22,000.B,,25.07689024390245,,86.71341463414635,6.44848484848487,
2025-01-29,000.B,,25.34398809523809,,89.53571428571429,6.415903614457838,
2025-02-05,000.B,,25.21415662650601,,88.75903614457832,6.31945783132529,
2025-02-12,000.B,,25.38769696969696,,89.2,6.427804878048777,
2025-02-19,000.B,,25.29114457831325,,88.52409638554217,6.355180722891562,
2025-02-26,000.B,,25.37146341463415,,90.0548780487805,6.310059523809524,
2025-03-05,000.B,,25.33469879518072,,91.46987951807229,6.355843373493971,
2025-03-12,000.B,,25.05383233532933,,91.93413173652695,6.368674698795184,
2025-03-19,000.B,,24.72359756097562,,89.96341463414635,6.354337349397601,
2025-03-26,000.B,,24.36245508982038,,89.53892215568862,6.222848484848482,
2025-04-02,000.B,,23.91801204819278,,88.02409638554217,6.083053892215569,
2025-04-09,000.B,,23.45536144578312,,85.94578313253012,5.940119760479034,
2025-04-16,000.B,,22.82609756097564,,83.92682926829268,5.65946428571428,
2025-04-23,000.B,,22.10820359281438,,82.12574850299401,5.424404761904762,
2025-04-30,000.B,,20.90550898203593,,79.31736526946108,5.285988023952095,
2025-05-07,000.B,,19.41668674698795,,79.06024096385542,5.338273809523804,
2025-05-14,000.B,,14.78415662650601,,54.07831325301205,4.686060606060606,
2022-05-04,000.C,,4.860911214953274,,,,
2022-05-11,000.C,,30.99367469879519,,160.6987951807229,,6.357125748502999
2022-05-18,000.C,,31.72392857142856,,164.5416666666667,,6.512142857142842
2022-05-25,000.C,,32.13232142857146,,177.6130952380952,,6.708333333333324
2022-06-01,000.C,,32.35321428571431,,186.5952380952381,,6.845416666666657
2022-06-08,000.C,,32.36339285714283,,194.5892857142857,,7.197544910179635
2022-06-15,000.C,,30.58771084337349,,180.0722891566265,,6.522380952380955
2022-06-22,000.C,,28.81969879518073,,164.433734939759,,6.22891566265059
2022-06-29,000.C,,32.00464285714288,,196.3452380952381,,6.235297619047635
2022-07-06,000.C,,23.79210843373493,,119.3734939759036,,6.255149700598801
2022-07-13,000.C,,24.47902439024389,,106.8963414634146,,6.301190476190476
2022-07-20,000.C,,23.24458333333335,,130.672619047619,,6.335
2022-07-27,000.C,,23.58916666666667,,155.8511904761905,,6.41547619047619
2022-08-03,000.C,,16.89410714285714,,112.3511904761905,,6.468928571428571
2022-08-10,000.C,,24.5377108433735,,238.3253012048193,,6.522916666666651
2022-08-17,000.C,,22.70654761904762,,196.0892857142857,,6.622976190476185
2022-08-24,000.C,,27.52244047619049,,248.1964285714286,,6.498750000000004
2022-08-31,000.C,,23.44749999999998,,168.4166666666667,,6.49083333333332
2022-09-07,000.C,,22.858,,157.5823529411765,,6.570404624277469
2022-09-14,000.C,,27.02351190476192,,237.6488095238095,,6.543431952662708
2022-09-21,000.C,,28.01574850299401,,318.7544910179641,,6.532035928143694
2022-09-28,000.C,,28.25000000000001,,303.2738095238095,,6.534642857142846
2022-10-05,000.C,,28.49349112426036,,271.9289940828402,,6.514166666666659
2022-10-12,000.C,,27.80060606060606,,227.2545454545455,,6.522891566265045
2022-10-19,000.C,,28.72077844311378,,267.5808383233533,,6.482155688622769
2022-10-26,000.C,,28.80884848484849,,286.9212121212121,,6.461333333333348
2022-11-02,000.C,,28.875,,267.895061728395,,6.469430379746842
2022-11-09,000.C,,28.91950617283947,,273.9012345679012,,6.469151515151538
2022-11-16,000.C,,28.97580838323354,,288.7365269461078,,6.470745341614925
2022-11-23,000.C,,29.09108974358974,,274.4038461538461,,6.4817088607595
2022-11-30,000.C,,29.13319018404909,,251.4294478527607,,6.50428571428571
2022-12-07,000.C,,29.18707317073169,,237.9634146341463,,6.519876543209864
2022-12-14,000.C,,29.23123456790116,,222.7222222222222,,6.509999999999993
2022-12-21,000.C,,29.26908536585371,,206.3536585365854,,6.521445783132512
2022-12-28,000.C,,29.39192771084336,,162.5,,6.519342105263148
2023-01-04,000.C,,29.4413414634146,,143.7560975609756,,6.490245398773015
2023-01-11,000.C,,29.48786163522013,,136.2452830188679,,6.490621118012428
2023-01-18,000.C,,29.49641975308641,,135.1913580246914,,6.491428571428576
2023-01-25,000.C,,29.52950920245399,,134.0306748466258,,6.490778443113779
2023-02-01,000.C,,29.54157232704408,,127.6037735849057,,6.491728395061735
2023-02-08,000.C,,29.60937888198753,,109.4782608695652,,6.471280487804899
2023-02-15,000.C,,29.54248484848488,,110.1151515151515,,6.484573170731714
2023-02-22,000.C,,29.56890243902442,,114.0914634146341,,6.486975308641987
2023-03-01,000.C,,29.60885542168674,,112.4759036144578,,6.477116564417189
2023-03-08,000.C,,29.60036144578312,,109.0542168674699,,6.486867469879528
2023-03-15,000.C,,29.73187878787883,,103.4424242424242,,6.469390243902452
2023-03-22,000.C,,29.76884848484851,,108.3454545454545,,6.45218181818184
2023-03-29,000.C,,29.82203703703703,,111.9814814814815,,6.442024539877324
2023-04-05,000.C,,29.95419161676641,,112.9640718562874,,6.459638554216878
2023-04-12,000.C,,29.98056250000001,,115.06875,,6.453291925465859
2023-04-19,000.C,,30.10880341880338,,118.0512820512821,,6.450924369747908
2023-04-26,000.C,,30.05826347305389,,120.8023952095808,,6.434610778443093
2023-05-03,000.C,,29.78341317365271,,120.8562874251497,,6.417743902439012
2023-05-10,000.C,,29.18908536585364,,120.1280487804878,,6.409753086419744
2023-05-17,000.C,,30.18630303030308,,126.2727272727273,,6.431890243902433
2023-05-24,000.C,,29.6748780487805,,127.6341463414634,,6.420925925925912
2023-05-31,000.C,,26.14887499999999,,106.1375,,6.408012048192755
2023-06-07,000.C,,23.02269938650308,,86.68098159509202,,6.428048780487811
2023-06-14,000.C,,21.6336305732484,,79.81528662420382,,6.430193548387078
2023-06-21,000.C,,18.70068750000001,,66.86875,,6.369325153374246
2023-06-28,000.C,,12.88861635220125,,48.46540880503144,,6.022048192771077
2023-07-05,000.C,,10.40246987951808,,40.24698795180723,,5.795454545454537
2023-07-12,000.C,,9.526049382716042,,,,
2023-07-19,000.C,,9.080127388535043,,,,
2023-07-26,000.C,,8.996280487804881,,,,
2023-08-02,000.C,,19.85852760736197,,84.03067484662577,,6.309454545454534
2023-08-09,000.C,,25.6257055214724,,120.3251533742331,,6.402606060606053
2023-08-16,000.C,,23.46286624203821,,104.9235668789809,,6.375238095238098
2023-08-23,000.C,,21.69029411764706,,92.3529411764706,,6.370000000000003
2023-09-06,000.C,,22.71666666666667,,93.6,,6.431333333333333
2023-09-13,000.C,,21.79278481012659,,86.78481012658227,,6.446708074534182
2023-09-20,000.C,,20.64748466257669,,77.79141104294479,,6.481595092024549
2023-09-27,000.C,,19.75284848484849,,71.7090909090909,,6.495602409638556
2023-10-04,000.C,,18.13341614906832,,63.52173913043478,,6.492590361445789
2023-10-11,000.C,,16.02365853658535,,55.41463414634146,,6.454523809523828
2023-10-18,000.C,,14.78503144654087,,51.0,,6.399378881987563
2023-10-25,000.C,,14.30327272727271,,50.65454545454546,,6.343313253012055
2023-11-01,000.C,,19.25189024390244,,69.38414634146342,,6.455187500000011
2023-11-08,000.C,,25.21509202453989,,97.42331288343559,,6.499151515151516
2023-11-15,000.C,,25.84598765432095,,94.49382716049382,,6.469090909090929
2023-11-22,000.C,,26.13272727272721,,92.05454545454545,,6.464550898203602
2023-11-29,000.C,,26.36042944785273,,88.41717791411043,,6.484233128834366
2023-12-06,000.C,,26.51957575757576,,85.24848484848485,,6.463658536585388
2023-12-13,000.C,,26.692,,84.0,,6.45855421686749
2023-12-20,000.C,,,,,,6.46339506172842
2023-12-27,000.C,,,,,,6.437393939393954
2024-01-03,000.C,,,,,,6.446748466257671
2024-01-10,000.C,,,,,,6.44417177914113
2024-01-17,000.C,,,,,,6.427333333333333
2024-01-24,000.C,,,,,,6.416625766871149
2024-01-31,000.C,,,,,,6.41880952380951
2024-02-07,000.C,,,,,,6.445828220858904
2024-02-14,000.C,,,,,,6.432098765432114
2024-02-21,000.C,,,,,,6.412614379084948
2024-02-28,000.C,,,,,,6.44217948717951
2024-03-06,000.C,,,,,,6.434728682170524
2024-03-13,000.C,,,,,,6.436428571428572
2024-03-20,000.C,,,,,,6.422699386503054
2024-03-27,000.C,,,,,,6.430807453416135
2024-04-03,000.C,,,,,,6.421890243902424
2024-04-10,000.C,,,,,,6.397515527950303
2024-04-17,000.C,,,,,,6.405963855421668
2024-04-24,000.C,,,,,,6.437098765432124
2024-05-01,000.C,,,,,,6.405508982035928
2024-05-08,000.C,,,,,,6.406144578313246
2024-05-15,000.C,,,,,,6.392409638554208
2024-05-22,000.C,,,,,,6.3950909090909
2024-05-29,000.C,,,,,,6.386829268292675
2024-06-05,000.C,,,,,,6.403909774436087
2024-06-12,000.C,,,,,,6.39121212121211
2024-06-19,000.C,,,,,,6.413674698795174
2024-06-26,000.C,,,,,,6.389820359281425
2024-07-03,000.C,,,,,,6.367668711656443
2024-07-10,000.C,,,,,,6.356666666666679
2024-07-31,000.C,,,,,,6.346428571428571
2024-08-07,000.C,,,,,,6.22763636363637
2024-08-14,000.C,,,,,,6.326385542168684
2024-08-21,000.C,,,,,,6.391393939393928
